securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
HDFC Bank Ltd,0P0000C3NZ,0P0000C3NZ,E,7.01833,17248976.0,190959556.0,0.0,India,HDFCBANK,9.1838,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [171648673.0, 183182867.0, 187762907.0, 190959556.0]}",Equity,INE040A01034,,,,,,2023-07-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.015,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,190959556.12,False
Reliance Industries Ltd,0P0000B1W1,0P0000B1W1,E,6.51667,10369488.0,177310154.0,0.0,India,RELIANCE,23.6836,,3,Fairly Valued,,Energy,energy,"{'trend': [148002244.0, 165792701.0, 175599465.0, 177310154.0]}",Equity,INE002A01018,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,39.7317,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,177310153.95,False
ICICI Bank Ltd,0P0000BIOD,0P0000BIOD,E,4.44205,8029792.0,120862344.0,0.0,India,ICICIBANK,3.5923,16.9492,3,Fairly Valued,,Financial Services,financialService,"{'trend': [113263715.0, 116197246.0, 120476496.0, 120862344.0]}",Equity,INE090A01021,,,,,,2019-09-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,16.9815,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,120862344.31,False
Bharti Airtel Ltd,0P0000BJR2,0P0000BJR2,E,3.55013,4250820.0,96594362.0,0.0,India,BHARTIARTL,30.353,,3,Fairly Valued,,Communication Services,communicationsServices,"{'trend': [82070396.0, 92274218.0, 96511952.0, 96594362.0]}",Equity,INE397D01024,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.204,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,96594362.5,False
Infosys Ltd,0P0000AKOJ,0P0000AKOJ,E,3.41189,5249026.0,92833197.0,0.0,India,INFY,-17.3025,21.692,3,Fairly Valued,Wide,Technology,technology,"{'trend': [80959988.0, 85561286.0, 90443958.0, 92833197.0]}",Equity,INE009A01021,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,13.1088,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,IND,Indian Rupee,92833197.37,False
Mahindra & Mahindra Ltd,0P0000CA2F,0P0000CA2F,E,2.11246,1416940.0,57477378.0,0.0,India,M&M,20.7811,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [50811519.0, 53149687.0, 57515600.0, 57477378.0]}",Equity,INE101A01026,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.2795,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,57477377.99,False
Tata Consultancy Services Ltd,0P0000BEC4,0P0000BEC4,E,2.02092,1556540.0,54986664.0,0.0,India,TCS,-24.8364,21.4592,2,Overvalued,Wide,Technology,technology,"{'trend': [47045083.0, 51200024.0, 52759703.0, 54986664.0]}",Equity,INE467B01029,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,15.7547,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,IND,Indian Rupee,54986664.0,False
Axis Bank Ltd,0P0000CM8C,0P0000CM8C,E,1.80817,3492792.0,49197901.0,0.0,India,532215,12.3691,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [41358262.0, 46316715.0, 48288000.0, 49197901.0]}",Equity,INE238A01034,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.79,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,49197901.37,False
Bajaj Finance Ltd,0P0000BEJ2,0P0000BEJ2,E,1.75442,4285720.0,47735583.0,0.0,India,500034,43.6253,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [44796329.0, 48072556.0, 48036375.0, 47735583.0]}",Equity,INE296A01032,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.5458,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,47735583.07,False
Larsen & Toubro Ltd,0P0000C9DZ,0P0000C9DZ,E,1.67335,1027456.0,45529645.0,0.0,India,LT,6.4302,,4,Undervalued,,Industrials,industrials,"{'trend': [39338904.0, 44548968.0, 45172412.0, 45529645.0]}",Equity,INE018A01030,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,35.7947,2.0,2025-12-03T06:00:00.000,High,,,4,Quan,ST,IND,Indian Rupee,45529645.05,False
Kotak Mahindra Bank Ltd,0P0000BHY1,0P0000BHY1,E,1.47818,1666824.0,40219243.0,0.0,India,KOTAKBANK,23.2035,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [34755879.0, 37690871.0, 38254661.0, 40219243.0]}",Equity,INE237A01028,,,,,,2023-03-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,16.959,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,40219242.82,False
Maruti Suzuki India Ltd,0P0000BU88,0P0000BU88,E,1.31935,199628.0,35897911.0,0.0,India,MARUTI,49.1574,27.1003,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [33483011.0, 34756288.0, 34290744.0, 35897911.0]}",Equity,INE585B01010,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,30.2476,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,35897910.95,False
Hindustan Unilever Ltd,0P0000C9F2,0P0000C9F2,E,1.26732,1351328.0,34482008.0,0.0,India,500696,-1.7274,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [35554269.0, 35837539.0, 36009561.0, 34482008.0]}",Equity,INE030A01027,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.1153,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,34482008.04,False
Sun Pharmaceuticals Industries Ltd,0P0000B808,0P0000B808,E,1.19347,1623548.0,32472757.0,0.0,India,SUNPHARMA,0.2243,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [27085184.0, 29525964.0, 32125810.0, 32472757.0]}",Equity,INE044A01036,,,,,,2023-06-08T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.7693,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,32472756.85,False
State Bank of India,0P0000BI86,0P0000BI86,E,1.09996,2807356.0,29928456.0,0.0,India,SBIN,14.6831,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [25629176.0, 28294985.0, 29691935.0, 29928456.0]}",Equity,INE062A01020,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.7627,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,29928456.28,False
HCL Technologies Ltd,0P0000CJ48,0P0000CJ48,E,1.09115,1604004.0,29688853.0,0.0,India,HCLTECH,-10.4845,,3,Fairly Valued,,Technology,technology,"{'trend': [23247871.0, 26596309.0, 28145131.0, 29688853.0]}",Equity,INE860A01027,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,13.1245,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,29688852.74,False
NTPC Ltd,0P0000BYRX,0P0000BYRX,E,0.95146,7250824.0,25888062.0,0.0,India,532555,-6.1331,,3,Fairly Valued,,Utilities,utilities,"{'trend': [25830768.0, 26279991.0, 25571863.0, 25888062.0]}",Equity,INE733E01010,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,30.9982,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,25888061.78,True
Titan Co Ltd,0P0000BAYP,0P0000BAYP,E,0.87547,559796.0,23820526.0,0.0,India,TITAN,12.9275,,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [19722843.0, 22560624.0, 23632482.0, 23820526.0]}",Equity,INE280A01028,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.5603,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,23820526.38,False
Bharat Electronics Ltd,0P0000BY3F,0P0000BY3F,E,0.85837,5445796.0,23355055.0,0.0,India,BEL,25.2117,,2,Overvalued,,Industrials,industrials,"{'trend': [23018955.0, 24960041.0, 24224415.0, 23355055.0]}",Equity,INE263A01024,,,,,,2022-09-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,33.9621,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,23355054.51,False
Tata Steel Ltd,0P0000ARUR,0P0000ARUR,E,0.85351,12611464.0,23222792.0,0.0,India,TATASTEEL,16.3881,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [22271905.0, 24803280.0, 22883882.0, 23222792.0]}",Equity,INE081A01020,,,,,,2022-07-28T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.7151,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,23222792.1,False
UltraTech Cement Ltd,0P0000BXYP,0P0000BXYP,E,0.84685,181480.0,23041764.0,0.0,India,532538,-0.5791,33.4448,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [23209601.0, 23321691.0, 22742860.0, 23041764.0]}",Equity,INE481G01011,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.2363,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,23041763.71,False
Eternal Ltd,0P0001MZRH,0P0001MZRH,E,0.81086,6851568.0,22062572.0,0.0,India,543320,4.5981,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [23336600.0, 23417899.0, 22213362.0, 22062572.0]}",Equity,INE758T01015,,,,,,2025-09-08T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.7651,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,22062572.18,False
ITC Ltd,0P0000BL1E,0P0000BL1E,E,0.75269,4592840.0,20479832.0,0.0,India,ITC,-1.5632,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [19298234.0, 20766570.0, 20058094.0, 20479832.0]}",Equity,INE154A01025,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.2605,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,20479832.17,False
Hindalco Industries Ltd,0P0000CLH9,0P0000CLH9,E,0.73866,2202888.0,20097955.0,0.0,India,HINDALCO,28.1741,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [17563680.0, 20090180.0, 19238759.0, 20097955.0]}",Equity,INE038A01020,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.2975,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,20097954.99,False
Power Grid Corp Of India Ltd,0P0000GGLM,0P0000GGLM,E,0.73859,6857152.0,20095997.0,0.0,India,532898,-17.1429,,3,Fairly Valued,,Utilities,utilities,"{'trend': [20108793.0, 21253712.0, 19997948.0, 20095997.0]}",Equity,INE752E01010,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.5859,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,20095997.45,True
Asian Paints Ltd,0P0000AXIE,0P0000AXIE,E,0.69443,614240.0,18894568.0,0.0,India,500820,16.8086,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [15104369.0, 16589092.0, 19074081.0, 18894568.0]}",Equity,INE021A01026,,,,,,2023-04-27T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.0447,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,18894567.61,False
Adani Ports & Special Economic Zone Ltd,0P0000CG55,0P0000CG55,E,0.68664,1122384.0,18682591.0,0.0,India,532921,22.9273,,3,Fairly Valued,,Industrials,industrials,"{'trend': [16483541.0, 17523906.0, 18393177.0, 18682591.0]}",Equity,INE742F01042,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,10.7107,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,18682591.29,False
Shriram Finance Ltd,0P0000AJBH,0P0000AJBH,E,0.65326,1895768.0,17774333.0,0.0,India,SHRIRAMFIN,32.1234,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [12221739.0, 15271490.0, 17442337.0, 17774333.0]}",Equity,INE721A01047,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.9615,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,17774333.03,False
Grasim Industries Ltd,0P0000BBJZ,0P0000BBJZ,E,0.61483,540252.0,16728649.0,0.0,India,GRASIM,7.0168,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [15585259.0, 16804361.0, 15988590.0, 16728649.0]}",Equity,INE047A01021,,,,,,2018-02-08T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,30.8142,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,16728648.61,False
Tech Mahindra Ltd,0P0000AJ4P,0P0000AJ4P,E,0.60197,943696.0,16378773.0,0.0,India,532755,-9.2583,,3,Fairly Valued,,Technology,technology,"{'trend': [13827696.0, 14458941.0, 15468988.0, 16378773.0]}",Equity,INE669C01036,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,12.0173,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,16378773.36,False
Eicher Motors Ltd,0P0000C513,0P0000C513,E,0.60156,203816.0,16367538.0,0.0,India,EICHERMOT,51.8205,28.8184,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [14940806.0, 15361824.0, 15531066.0, 16367538.0]}",Equity,INE066A01021,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,12.4794,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,IND,Indian Rupee,16367538.0,False
JSW Steel Ltd,0P0000BYOM,0P0000BYOM,E,0.59819,1330388.0,16275922.0,0.0,India,500228,12.0262,,2,Overvalued,,Basic Materials,basicMaterials,"{'trend': [15907692.0, 17258300.0, 16676578.0, 16275922.0]}",Equity,INE019A01038,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,32.1807,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,16275921.59,False
Jio Financial Services Ltd,0P0001RB5E,0P0001RB5E,E,0.57925,4771528.0,15760750.0,0.0,India,543940,-10.9518,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [14639224.0, 15746543.0, 15784142.0, 15760750.0]}",Equity,INE758E01017,,,,,,2023-08-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.7839,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,15760749.62,False
Oil & Natural Gas Corp Ltd,0P0000AQ96,0P0000AQ96,E,0.57265,5905080.0,15581098.0,0.0,India,500312,-1.4567,,3,Fairly Valued,,Energy,energy,"{'trend': [14798848.0, 16220643.0, 15518043.0, 15581098.0]}",Equity,INE213A01029,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,49.8882,1.0,2025-12-03T06:00:00.000,Severe,,,3,Quan,ST,IND,Indian Rupee,15581098.14,True
InterGlobe Aviation Ltd,0P00016ZQS,0P00016ZQS,E,0.5637,287576.0,15337599.0,0.0,India,INDIGO,9.0976,,3,Fairly Valued,,Industrials,industrials,"{'trend': [16834900.0, 17399932.0, 18334682.0, 15337599.0]}",Equity,INE646L01027,,,,,,2018-02-28T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.1826,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,15337598.85,False
Coal India Ltd,0P0000RQ97,0P0000RQ97,E,0.54251,3473248.0,14760968.0,0.0,India,COALINDIA,0.1833,,3,Fairly Valued,,Energy,energy,"{'trend': [14172333.0, 14520008.0, 14114165.0, 14760968.0]}",Equity,INE522F01014,,,,,,2018-08-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,45.1634,1.0,2025-12-03T06:00:00.000,Severe,,,3,Quan,ST,IND,Indian Rupee,14760967.65,True
Nestle India Ltd,0P0000BEEH,0P0000BEEH,E,0.5409,1094464.0,14717213.0,0.0,India,NESTLEIND,12.4458,,2,Overvalued,,Consumer Defensive,consumerDefensive,"{'trend': [13203520.0, 14970089.0, 14911088.0, 14717213.0]}",Equity,INE239A01024,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.3611,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,14717212.77,False
SBI Life Insurance Co Ltd,0P0001BPVS,0P0001BPVS,E,0.53447,654724.0,14542257.0,0.0,India,540719,41.4146,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [12267426.0, 13773138.0, 13905932.0, 14542257.0]}",Equity,INE123W01016,,,,,,2018-06-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.504,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,14542256.61,False
TVS Motor Co Ltd,0P0000CLZ3,0P0000CLZ3,E,0.52876,357376.0,14386802.0,0.0,India,532343,45.079,,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [12859269.0, 13487890.0, 13634616.0, 14386802.0]}",Equity,INE494B01023,,,,,,2019-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,12.8345,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,IND,Indian Rupee,14386801.64,False
Vedanta Ltd,0P0000C39L,0P0000C39L,E,0.52543,2441604.0,14296172.0,0.0,India,500295,10.1628,,4,Undervalued,,Basic Materials,basicMaterials,"{'trend': [11900668.0, 12962202.0, 13874562.0, 14296172.0]}",Equity,INE205A01025,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,36.4416,2.0,2025-12-03T06:00:00.000,High,,,4,Quan,ST,IND,Indian Rupee,14296171.72,False
Cipla Ltd,0P0000BI2R,0P0000BI2R,E,0.52297,850164.0,14229462.0,0.0,India,500087,6.0048,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [13373497.0, 13729117.0, 14064404.0, 14229462.0]}",Equity,INE059A01026,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.1625,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,14229461.76,False
Hindustan Aeronautics Ltd Ordinary Shares,0P0001D2IL,0P0001D2IL,E,0.51033,290368.0,13885475.0,0.0,India,541154,-6.8535,,3,Fairly Valued,,Industrials,industrials,"{'trend': [14421780.0, 14616670.0, 14249265.0, 13885475.0]}",Equity,INE066F01020,,,,,,2023-09-29T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,42.723,1.0,2025-12-03T06:00:00.000,Severe,,,3,Quan,ST,IND,Indian Rupee,13885474.57,False
Divi's Laboratories Ltd,0P0000BS25,0P0000BS25,E,0.50752,194044.0,13808897.0,0.0,India,DIVISLAB,8.4816,,2,Overvalued,,Healthcare,healthcare,"{'trend': [11552366.0, 14063830.0, 13577895.0, 13808897.0]}",Equity,INE361B01024,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,30.5837,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,13808897.35,False
Max Healthcare Institute Ltd Ordinary Shares,0P0001KKHS,0P0001KKHS,E,0.50161,1133552.0,13648290.0,0.0,India,543220,-7.311,,2,Overvalued,,Healthcare,healthcare,"{'trend': [13221967.0, 13995231.0, 14239830.0, 13648290.0]}",Equity,INE027H01010,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.16,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,13648289.75,False
Bajaj Finserv Ltd,0P0000PT5G,0P0000PT5G,E,0.49268,586320.0,13405123.0,0.0,India,532978,24.2891,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [12309739.0, 13170431.0, 13263853.0, 13405123.0]}",Equity,INE918I01026,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.9394,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,13405122.64,False
Hero MotoCorp Ltd,0P0000AVWI,0P0000AVWI,E,0.47875,196836.0,13026184.0,0.0,India,HEROMOTOCO,34.416,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [11271635.0, 11738163.0, 13129998.0, 13026184.0]}",Equity,INE158A01026,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,11.8517,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,13026184.07,False
Dr Reddy's Laboratories Ltd,0P0000AMTR,0P0000AMTR,E,0.47511,917172.0,12926994.0,0.0,India,500124,3.3468,22.6244,3,Fairly Valued,None,Healthcare,healthcare,"{'trend': [11744171.0, 11815034.0, 12472854.0, 12926994.0]}",Equity,INE089A01031,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.3655,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,12926993.99,True
Tata Motors Ltd,0P0001XURU,0P0001XURU,E,0.46241,3049357.0,12581487.0,0.0,India,544569,,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [11596093.0, 12581487.0, None, None]}",Equity,INE1TAE01010,,,,,,2025-10-14T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,12581487.35,False
Tata Consumer Products Ltd,0P0000AOYT,0P0000AOYT,E,0.45916,988368.0,12493112.0,0.0,India,500800,25.5613,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [11679510.0, 12385598.0, 12518515.0, 12493112.0]}",Equity,INE192A01025,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.6823,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,12493111.54,False
Adani Power Ltd,0P0000KWSG,0P0000KWSG,E,0.45541,7964180.0,12391173.0,0.0,India,533096,33.7376,,3,Fairly Valued,,Utilities,utilities,"{'trend': [12054692.0, 13522533.0, 12690010.0, 12391173.0]}",Equity,INE814H01029,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.161,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,12391172.87,False
Trent Ltd,0P0000B5XJ,0P0000B5XJ,E,0.45507,276408.0,12381843.0,0.0,India,500251,-41.8532,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [13528854.0, 13957057.0, 12692253.0, 12381843.0]}",Equity,INE849A01020,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.8481,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,12381842.51,True
Wipro Ltd,0P0000ANUF,0P0000ANUF,E,0.45459,4310848.0,12368849.0,0.0,India,507685,-12.1197,18.6567,1,Overvalued,Narrow,Technology,technology,"{'trend': [10797645.0, 11159817.0, 11621008.0, 12368849.0]}",Equity,INE075A01022,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,13.988,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,IND,Indian Rupee,12368848.92,False
HDFC Life Insurance Co Ltd,0P0001C8GB,0P0001C8GB,E,0.45295,1436484.0,12324303.0,0.0,India,540777,24.4196,,2,Overvalued,,Financial Services,financialService,"{'trend': [11370450.0, 11308246.0, 11861046.0, 12324303.0]}",Equity,INE795G01014,,,,,,2019-01-31T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,16.4485,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,IND,Indian Rupee,12324302.99,False
Cholamandalam Investment and Finance Co Ltd,0P0000BD5D,0P0000BD5D,E,0.44521,636576.0,12113649.0,0.0,India,CHOLAFIN,29.3772,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [10729723.0, 11618587.0, 11938735.0, 12113649.0]}",Equity,INE121A01024,,,,,,2019-09-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.4469,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,12113649.21,False
Tata Motors Passenger Vehicles Ltd,0P0000AZVC,0P0000AZVC,E,0.44191,3134020.0,12023773.0,0.0,India,TMPV,-21.3137,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [22306684.0, 13821590.0, 12080501.0, 12023773.0]}",Equity,INE155A01022,,,,,,2023-06-06T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.9613,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,12023773.26,True
Apollo Hospitals Enterprise Ltd,0P0000B06I,0P0000B06I,E,0.43385,152164.0,11804477.0,0.0,India,APOLLOHOSP,-1.4819,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [11796906.0, 12571934.0, 12058685.0, 11804477.0]}",Equity,INE437A01024,,,,,,2021-03-22T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.182,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,11804477.43,False
Bharat Petroleum Corp Ltd,0P0000BPY9,0P0000BPY9,E,0.42988,3008380.0,11696573.0,0.0,India,500547,26.5266,,4,Undervalued,,Energy,energy,"{'trend': [10692049.0, 11545957.0, 11670956.0, 11696573.0]}",Equity,INE029A01011,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,35.0355,2.0,2025-12-03T06:00:00.000,High,,,4,Quan,ST,IND,Indian Rupee,11696573.45,False
